,std_dt,ticker,administrative_issues_reason
923,20000801,A006160,사유미상
924,20001212,A006160,
925,19991228,A006200,
926,19991228,A006210,
927,20000104,A006210,사유미상
928,20010822,A006210,
929,20010824,A006210,사유미상
930,20020507,A006210,
931,20031112,A006210,사유미상
932,20040512,A006210,
933,20080701,A006210,사유미상
934,20090324,A006210,자본잠식(자본금의 50/100이상 잠식)
935,20090403,A006210,
936,20090504,A006210,자본잠식(자본금의 50/100이상 잠식)
937,20090715,A006210,
938,19991228,A006220,
939,20030401,A006220,사유미상
940,20080228,A006220,
941,20090401,A006220,주식분포요건 미충족(소액주주 주식수 10/100미만)
942,20090403,A006220,
943,20090504,A006220,주식분포요건 미충족(소액주주 주식수 10/100미만)
944,20130118,A006220,
945,19991228,A006240,
946,19991228,A006250,
947,20050401,A006250,사유미상
948,20050719,A006250,
949,19991228,A006260,
950,19991228,A006270,
951,19991228,A006280,
952,20000104,A006280,사유미상
953,20020327,A006280,
954,19991228,A006290,
955,20010903,A006290,사유미상
956,20020424,A006290,
957,19991228,A006300,
958,20000201,A006300,사유미상
959,20000707,A006300,
960,19991228,A006320,
961,19991228,A006340,
962,19991228,A006350,
963,19991228,A006360,
964,19991228,A006370,
965,19991228,A006380,
966,19991228,A006390,
967,20140314,A006390,자본잠식(자본금의 50/100이상 잠식)
968,20150313,A006390,
969,19991228,A006400,
970,19991228,A006490,
971,20070402,A006490,사유미상
972,20080401,A006490,
973,19991228,A006510,
974,19991228,A006520,
975,19991228,A006540,
976,19991228,A006570,
977,20050401,A006570,사유미상
978,20060117,A006570,
979,19991228,A006580,
980,20080102,A006580,사유미상
981,20080403,A006580,
982,19991228,A006590,
983,19991228,A006600,
984,20000104,A006600,사유미상
985,20010104,A006600,
986,19991228,A006610,
987,20020402,A006610,사유미상
988,20030417,A006610,
989,19991228,A006620,
990,19991228,A006650,
991,19991228,A006660,
992,19991228,A006730,
993,19991228,A006740,
994,20080401,A006740,사유미상
995,20090324,A006740,거래량요건 미충족(월평균거래량 10/1000미만)
996,20090403,A006740,
997,20090504,A006740,거래량요건 미충족(월평균거래량 10/1000미만)
998,20090701,A006740,
999,19991228,A006750,
1000,20030905,A006750,사유미상
1001,20041206,A006750,
1002,20041214,A006750,사유미상
1003,20050415,A006750,
1004,19991228,A006790,
1005,19991228,A006800,
1006,19991228,A006840,
1007,19991228,A006860,
1008,19991228,A006880,
1009,19991228,A006890,
1010,19991228,A006900,
1011,19991228,A006910,
1012,19991228,A006920,
1013,19991228,A006980,
1014,19991228,A007000,
1015,19991228,A007020,
1016,19991228,A007050,
1017,19991228,A007070,
1018,19991228,A007090,
1019,19991228,A007100,
1020,20000104,A007100,사유미상
1021,20000522,A007100,
1022,19991228,A007110,
1023,20000104,A007110,사유미상
1024,20041216,A007110,
1025,19991228,A007120,
1026,19991228,A007140,
1027,19991228,A007160,
1028,19991228,A007170,
1029,19991228,A007190,
1030,20011004,A007190,사유미상
1031,20030926,A007190,
1032,19991228,A007200,
1033,19991228,A007210,
1034,20040701,A007210,사유미상
1035,20041001,A007210,
1036,20050401,A007210,사유미상
1037,20060222,A007210,
1038,20110401,A007210,소액주주지주비율 10/100미만
1039,20120203,A007210,
1040,19991228,A007230,
1041,19991228,A007240,
1042,19991228,A007260,
1043,19991228,A007280,
1044,20151116,A007280,회생절차개시신청
1045,20160817,A007280,"반기검토의견 의견거절, 회생절차개시신청"
1046,20170327,A007280,회생절차개시신청
1047,20181004,A007280,
1048,19991228,A007310,
1049,19991228,A007330,
1050,19991228,A007340,
1051,19991228,A007360,
1052,19991228,A007370,
1053,19991228,A007380,
1054,19991228,A007390,
1055,20080319,A007390,사유미상
1056,20090320,A007390,
1057,20121214,A007390,불성실공시(누계벌점 2년간 15점)
1058,20130412,A007390,
1059,20130426,A007390,불성실공시(누계벌점 2년간 15점)
1060,20130814,A007390,"불성실공시(누계벌점 2년간 15점), 자본잠식률 50% 이상"
1061,20140311,A007390,불성실공시(누계벌점 2년간 15점)
1062,20140630,A007390,
1063,19991228,A007410,
1064,20010402,A007410,사유미상
1065,20020415,A007410,
1066,19991228,A007420,
1067,20001213,A007420,사유미상
1068,20011015,A007420,
1069,19991228,A007460,
1070,19991228,A007480,
1071,20080102,A007480,사유미상
1072,20090324,A007480,공시의무 위반
1073,20090403,A007480,
1074,20090504,A007480,"공시의무 위반, 회생절차개시신청"
1075,20091015,A007480,회생절차개시신청
1076,20120813,A007480,
1077,19991228,A007490,
1078,20100401,A007490,보고서 미제출(사업보고서)
1079,20100408,A007490,
1080,19991228,A007530,
1081,20050418,A007530,사유미상
1082,20060403,A007530,
1083,20190322,A007530,상장폐지사유 발생
1084,20190816,A007530,"반기보고서 미제출, 상장폐지사유 발생"
1085,20190826,A007530,상장폐지사유 발생
1086,20190828,A007530,
1087,19991228,A007540,
1088,20090401,A007540,주식분포요건 미충족(소액주주 주식수 10/100미만)
1089,20090403,A007540,
1090,20090504,A007540,주식분포요건 미충족(소액주주 주식수 10/100미만)
1091,20091223,A007540,
1092,19991228,A007560,
1093,19991228,A007570,
1094,19991228,A007590,
1095,19991228,A007610,
1096,19991228,A007630,
1097,20010921,A007630,사유미상
1098,20050331,A007630,
1099,20190322,A007630,감사범위제한으로인한 감사의견한정
1100,20190816,A007630,"감사범위제한으로인한 감사의견한정, 반기검토의견 의견거절, 회생절차개시신청"
1101,20200512,A007630,"감사범위제한으로인한 감사의견한정, 반기검토의견 의견거절"
1102,20200518,A007630,"감사범위제한으로인한 감사의견한정, 감사의견 의견거절, 반기검토의견 의견거절"
1103,19991228,A007660,
1104,19991228,A007680,
1105,19991228,A007690,
1106,19991228,A007700,
1107,19991228,A007720,
1108,20000201,A007720,사유미상
1109,20030123,A007720,
1110,19991228,A007770,
1111,19991228,A007790,
1112,19991228,A007800,
1113,19991228,A007810,
1114,19991228,A007820,
1115,19991228,A007830,
1116,19991228,A007840,
1117,19991228,A007850,
1118,19991228,A007860,
1119,19991228,A007910,
1120,19991228,A007980,
1121,19991228,A007990,
1122,19991228,A008000,
1123,19991228,A008010,
1124,19991228,A008020,
1125,19991228,A008030,
1126,20050401,A008030,사유미상
1127,20050602,A008030,
1128,19991228,A008040,
1129,20030707,A008040,사유미상
1130,20040105,A008040,
1131,19991228,A008050,
1132,19991228,A008060,
1133,19991228,A008080,
1134,20000104,A008080,사유미상
1135,20001221,A008080,
1136,20031103,A008080,사유미상
1137,20040503,A008080,
1138,20111206,A008080,공시의무 위반
1139,20121206,A008080,
1140,20130325,A008080,감사범위제한으로인한 감사의견한정
1141,20130925,A008080,
1142,19991228,A008100,
1143,19991228,A008110,
1144,19991228,A008160,
1145,19991228,A008170,
1146,19991228,A008190,
1147,19991228,A008250,
1148,19991228,A008260,
1149,20000104,A008260,사유미상
1150,20010919,A008260,
1151,19991228,A008270,
1152,20030630,A008270,사유미상
1153,20050617,A008270,
1154,19991228,A008290,
1155,19991228,A008320,
1156,20000104,A008320,사유미상
1157,20050131,A008320,
1158,19991228,A008330,
1159,19991228,A008350,
1160,19991228,A008370,
1161,19991228,A008400,
1162,20010402,A008400,사유미상
1163,20041116,A008400,
1164,20090225,A008400,사유미상
1165,20090324,A008400,회생절차개시신청
1166,20090326,A008400,
1167,20090401,A008400,보고서 미제출(사업보고서)
1168,20090403,A008400,
1169,20090504,A008400,공시의무 위반
1170,20090513,A008400,
1171,19991228,A008410,
1172,19991228,A008420,
1173,19991228,A008430,
1174,19991228,A008440,
1175,20010402,A008440,사유미상
1176,20020424,A008440,
1177,19991228,A008470,
1178,19991228,A008480,
1179,19991228,A008490,
1180,19991228,A008500,
1181,19991228,A008530,
1182,19991228,A008540,
1183,20000104,A008540,사유미상
1184,20040422,A008540,
1185,20111025,A008540,파산
1186,20111026,A008540,
1187,20120302,A008540,파산
1188,20120307,A008540,
1189,20120502,A008540,보고서 미제출(사업보고서)
1190,20120510,A008540,
1191,19991228,A008560,
1192,19991228,A008580,
1193,19991228,A008600,
1194,19991228,A008640,
1195,20000104,A008640,사유미상
1196,20010122,A008640,
1197,19991228,A008650,
1198,19991228,A008670,
1199,19991228,A008680,
1200,19991228,A008700,
1201,20000104,A008700,사유미상
1202,20020110,A008700,
1203,20020114,A008700,사유미상
1204,20020318,A008700,
1205,19991228,A008720,
1206,19991228,A008730,
1207,19991228,A008750,
1208,20030401,A008750,사유미상
1209,20031229,A008750,
1210,19991228,A008770,
1211,19991228,A008780,
1212,20030401,A008780,사유미상
1213,20031110,A008780,
1214,19991228,A008800,
1215,20170915,A008800,파산신청
1216,20171106,A008800,
1217,20180323,A008800,"자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
1218,20180816,A008800,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
1219,20190816,A008800,"액면가액 일정비율 미달, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
1220,20191029,A008800,"상장폐지사유 발생, 액면가액 일정비율 미달, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
1221,20200525,A008800,"상장폐지사유 발생, 액면가액 일정비율 미달, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생, 회생절차 개시신청"
1222,20200818,A008800,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생, 액면가액 일정비율 미달, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생, 회생절차 개시신청"
1223,19991228,A008810,
1224,19991228,A008830,
1225,20190417,A008830,주식분산기준미달
1226,20190527,A008830,
1227,19991228,A008860,
1228,19991228,A008870,
1229,19991228,A008890,
1230,19991228,A008900,
1231,20000104,A008900,사유미상
1232,20021122,A008900,
1233,20140314,A008900,자본잠식(자본금의 50/100이상 잠식)
1234,20150323,A008900,
1235,19991228,A008920,
1236,19991228,A008930,
1237,19991228,A008950,
1238,19991228,A008960,
1239,19991228,A008970,
1240,20000821,A008970,사유미상
1241,20011115,A008970,
1242,19991228,A008980,
1243,19991228,A008990,
1244,20000904,A008990,사유미상
1245,20010212,A008990,
1246,19991228,A009010,
1247,20000201,A009010,사유미상
1248,20010307,A009010,
1249,20080818,A009010,사유미상
1250,20090324,A009010,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
1251,20090403,A009010,
1252,20090504,A009010,"자기자본 10억원 미만, 자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
1253,20090817,A009010,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
1254,20100325,A009010,
1255,20120816,A009010,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정"
1256,20130115,A009010,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 시가총액 40억원 미달 30일 연속  - (2009.02.04 상장폐지실질심사제도 추가)"
1257,20130322,A009010,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생, 시가총액 40억원 미달 30일 연속  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
1258,20130502,A009010,
1259,19991228,A009030,
1260,19991228,A009050,
1261,19991228,A009070,
1262,19991228,A009080,
1263,19991228,A009140,
1264,19991228,A009150,
1265,19991228,A009160,
1266,19991228,A009180,
1267,19991228,A009190,
1268,20150324,A009190,자본잠식(자본금의 50/100이상 잠식)
1269,20160323,A009190,
1270,19991228,A009200,
1271,19991228,A009220,
1272,20040816,A009220,사유미상
1273,20050119,A009220,
1274,19991228,A009240,
1275,19991228,A009270,
1276,19991228,A009290,
1277,19991228,A009300,
1278,19991228,A009310,
1279,20000104,A009310,사유미상
1280,20020129,A009310,
1281,19991228,A009320,
1282,20081016,A009320,사유미상
1283,20090324,A009320,공시의무 위반
1284,20090401,A009320,자본잠식(자본금의 50/100이상 잠식)
1285,20090403,A009320,
1286,20090504,A009320,"공시의무 위반, 자본잠식(자본금의 50/100이상 잠식), 회생절차개시신청"
1287,20100210,A009320,"공시의무 위반, 자본잠식(자본금의 50/100이상 잠식)"
1288,20100401,A009320,공시의무 위반
1289,20100617,A009320,
1290,19991228,A009330,
1291,20010928,A009330,사유미상
1292,20011024,A009330,
1293,20011026,A009330,사유미상
1294,20021023,A009330,
1295,19991228,A009360,
1296,20030818,A009360,사유미상
1297,20050418,A009360,
1298,19991228,A009380,
1299,20000104,A009380,사유미상
1300,20040324,A009380,
1301,19991228,A009410,
1302,19991228,A009420,
1303,19991228,A009440,
1304,19991228,A009450,
1305,19991228,A009460,
1306,20090401,A009460,자본잠식(자본금의 50/100이상 잠식)
1307,20090403,A009460,
1308,20090504,A009460,자본잠식(자본금의 50/100이상 잠식)
1309,20100331,A009460,
1310,19991228,A009470,
1311,19991228,A009520,
1312,19991228,A009540,
1313,19991228,A009580,
1314,20000104,A009580,사유미상
1315,20080611,A009580,
1316,19991228,A009590,
1317,19991228,A009620,
1318,19991228,A009650,
1319,19991228,A009680,
1320,20080401,A009680,사유미상
1321,20080528,A009680,
1322,19991228,A009690,
1323,19991228,A009720,
1324,19991228,A009730,
1325,20200331,A009730,사업보고서 미제출
1326,20200410,A009730,자본잠식률 50% 이상
1327,20201102,A009730,"액면가액 일정비율 미달, 자본잠식률 50% 이상"
1328,19991228,A009760,
1329,20040330,A009760,사유미상
1330,20050420,A009760,
1331,19991228,A009770,
1332,19991228,A009780,
1333,19991228,A009810,
1334,20010402,A009810,사유미상
1335,20030924,A009810,
1336,19991228,A009830,
1337,19991228,A009840,
1338,20010402,A009840,사유미상
1339,20020402,A009840,
1340,19991228,A009890,
1341,20010402,A009890,사유미상
1342,20020819,A009890,
1343,19991228,A009900,
1344,19991228,A009940,
1345,20040331,A009940,사유미상
1346,20040915,A009940,
1347,20040930,A009940,사유미상
1348,20041013,A009940,
1349,20041021,A009940,사유미상
1350,20050429,A009940,
1351,19991228,A009950,
1352,19991228,A009970,
1353,19991228,A009990,
1354,19991228,A010000,
1355,19991228,A010030,
1356,19991228,A010040,
1357,19991228,A010050,
1358,19991228,A010060,
1359,19991228,A010100,
1360,19991228,A010110,
1361,19991228,A010120,
1362,19991228,A010130,
1363,19991228,A010140,
1364,19991228,A010170,
1365,19991228,A010200,
1366,20040720,A010200,사유미상
